3,[1,1,1]
0.250019371509552,13344,13344,57037
3,[1,1,2]
0.2500157058238983,13344,13344,82725
3,[1,1,4]
0.04280069097876549,25336,1352,86948
3,[1,1,8]
0.04243416711688042,25336,1352,88273
3,[1,1,16]
0.042719773948192596,25336,1352,101320
3,[1,1,32]
0.2500154674053192,13344,13344,112743
3,[1,2,1]
0.04242214187979698,25336,1352,102851
3,[1,2,2]
0.04241158440709114,25336,1352,102164
3,[1,2,4]
0.24227990210056305,14148,12540,74297
3,[1,2,8]
0.22859537601470947,15639,11049,93020
3,[1,2,16]
0.042542099952697754,25336,1352,97334
3,[1,2,32]
0.2500135898590088,13344,13344,105525
3,[1,4,1]
0.2500123977661133,13344,13344,91221
3,[1,4,2]
0.25001704692840576,13344,13344,91977
3,[1,4,4]
0.242274671792984,14148,12540,96957
3,[1,4,8]
0.2500220537185669,13344,13344,98334
3,[1,4,16]
0.04247726872563362,25336,1352,105487
3,[1,4,32]
0.042417485266923904,25336,1352,118848
3,[1,8,1]
0.2500181496143341,13344,13344,99409
3,[1,8,2]
0.04241897910833359,25336,1352,99996
3,[1,8,4]
0.04243640601634979,25336,1352,102541
3,[1,8,8]
0.25001364946365356,13344,13344,104195
3,[1,8,16]
0.22859923541545868,15639,11049,110136
3,[1,8,32]
0.042559877038002014,25334,1354,125121
3,[1,16,1]
0.25001347064971924,13344,13344,100646
3,[1,16,2]
0.25000616908073425,13344,13344,103089
3,[1,16,4]
0.2500177025794983,13344,13344,107560
3,[1,16,8]
0.04248504713177681,25336,1352,113293
3,[1,16,16]
0.04249411076307297,25336,1352,122606
3,[1,16,32]
0.042399339377880096,25336,1352,140847
3,[1,32,1]
0.25001105666160583,13344,13344,114977
3,[1,32,2]
0.04241184517741203,25336,1352,115738
3,[1,32,4]
0.04251718148589134,25336,1352,112734
3,[1,32,8]
0.04251693934202194,25336,1352,118913
3,[1,32,16]
0.25001564621925354,13344,13344,126684
3,[1,32,32]
0.04237903282046318,25337,1351,152937
3,[2,1,1]
0.042786598205566406,25336,1352,89891
3,[2,1,2]
0.042801372706890106,25337,1351,89281
3,[2,1,4]
0.042401812970638275,25336,1352,89473
3,[2,1,8]
0.04245590418577194,25336,1352,90542
3,[2,1,16]
0.042446356266736984,25336,1352,95267
3,[2,1,32]
0.04224567115306854,25335,1353,102918
3,[2,2,1]
0.042451824992895126,25336,1352,90504
3,[2,2,2]
0.2500152885913849,13344,13344,88967
3,[2,2,4]
0.042855314910411835,25336,1352,89420
3,[2,2,8]
0.042408376932144165,25336,1352,93904
3,[2,2,16]
0.04239840805530548,25336,1352,96947
3,[2,2,32]
0.0424368679523468,25336,1352,105954
3,[2,4,1]
0.25000932812690735,13344,13344,92645
3,[2,4,2]
0.2500138282775879,13344,13344,93276
3,[2,4,4]
0.04245002567768097,25336,1352,94027
3,[2,4,8]
0.04234087094664574,25337,1351,97655
3,[2,4,16]
0.04245765507221222,25336,1352,102287
3,[2,4,32]
0.042413946241140366,25336,1352,112108
3,[2,8,1]
0.25000280141830444,13344,13344,95196
3,[2,8,2]
0.25001874566078186,13344,13344,95435
3,[2,8,4]
0.04244966804981232,25336,1352,99024
3,[2,8,8]
0.042384590953588486,25336,1352,101566
3,[2,8,16]
0.042488113045692444,25336,1352,107157
3,[2,8,32]
0.21688809990882874,15855,10833,118575
3,[2,16,1]
0.25000545382499695,13344,13344,97167
3,[2,16,2]
0.042422983795404434,25336,1352,99422
3,[2,16,4]
0.042351629585027695,25337,1351,102453
3,[2,16,8]
0.04233601689338684,25336,1352,106011
3,[2,16,16]
0.04238215088844299,25337,1351,114483
3,[2,16,32]
0.04248947650194168,25337,1351,130255
3,[2,32,1]
0.042525630444288254,25336,1352,107889
3,[2,32,2]
0.25001558661460876,13344,13344,110049
3,[2,32,4]
0.04233890771865845,25337,1351,115719
3,[2,32,8]
0.0703815296292305,24506,2182,123599
3,[2,32,16]
0.250014066696167,13344,13344,132597
3,[2,32,32]
0.04242710769176483,25336,1352,163954
3,[4,1,1]
0.2500063478946686,13344,13344,97125
3,[4,1,2]
0.04243627190589905,25336,1352,97460
3,[4,1,4]
0.2500148415565491,13344,13344,95968
3,[4,1,8]
0.042408328503370285,25337,1351,97246
3,[4,1,16]
0.042775120586156845,25336,1352,99087
3,[4,1,32]
0.042413465678691864,25336,1352,107171
3,[4,2,1]
0.25001078844070435,13344,13344,91542
3,[4,2,2]
0.2500177025794983,13344,13344,90961
3,[4,2,4]
0.250013142824173,13344,13344,91855
3,[4,2,8]
0.04246573522686958,25336,1352,95529
3,[4,2,16]
0.042415935546159744,25336,1352,100943
3,[4,2,32]
0.04247960075736046,25334,1354,109437
3,[4,4,1]
0.04244004189968109,25334,1354,93901
3,[4,4,2]
0.04283808544278145,25336,1352,94029
3,[4,4,4]
0.0423273928463459,25334,1354,95982
3,[4,4,8]
0.04232177883386612,25337,1351,98321
3,[4,4,16]
0.04223526641726494,25337,1351,102977
3,[4,4,32]
0.04242203012108803,25336,1352,112672
3,[4,8,1]
0.25001630187034607,13344,13344,95231
3,[4,8,2]
0.042340055108070374,25337,1351,97626
3,[4,8,4]
0.25000548362731934,13344,13344,99388
3,[4,8,8]
0.04244847968220711,25336,1352,101637
3,[4,8,16]
0.04231366142630577,25337,1351,108577
3,[4,8,32]
0.04239802435040474,25333,1355,119382
3,[4,16,1]
0.04231925681233406,25334,1354,102910
3,[4,16,2]
0.04226618632674217,25335,1353,104954
3,[4,16,4]
0.042377203702926636,25336,1352,107123
3,[4,16,8]
0.042254265397787094,25334,1354,113366
3,[4,16,16]
0.04237104207277298,25337,1351,118846
3,[4,16,32]
0.04226171597838402,25335,1353,136767
3,[4,32,1]
0.25001490116119385,13344,13344,113952
3,[4,32,2]
0.04235547408461571,25337,1351,116061
3,[4,32,4]
0.042198240756988525,25337,1351,118864
3,[4,32,8]
0.04232146590948105,25337,1351,124587
3,[4,32,16]
0.04233741760253906,25337,1351,138954
3,[4,32,32]
0.04228289797902107,25337,1351,161963
3,[8,1,1]
0.2500166594982147,13344,13344,96876
3,[8,1,2]
0.2500164210796356,13344,13344,97884
3,[8,1,4]
0.042513035237789154,25336,1352,98557
3,[8,1,8]
0.042427677661180496,25334,1354,100848
3,[8,1,16]
0.04248857498168945,25334,1354,103780
3,[8,1,32]
0.04251306131482124,25333,1355,113137
3,[8,2,1]
0.04238995537161827,25337,1351,99044
3,[8,2,2]
0.042333751916885376,25337,1351,99511
3,[8,2,4]
0.042556531727313995,25333,1355,100790
3,[8,2,8]
0.04249589890241623,25337,1351,102326
3,[8,2,16]
0.042277731001377106,25337,1351,106793
3,[8,2,32]
0.25001391768455505,13344,13344,111550
3,[8,4,1]
0.042430587112903595,25336,1352,100768
3,[8,4,2]
0.042326316237449646,25337,1351,102838
3,[8,4,4]
0.04225796461105347,25335,1353,103973
3,[8,4,8]
0.042390160262584686,25337,1351,106269
3,[8,4,16]
0.042353998869657516,25335,1353,111500
3,[8,4,32]
0.04231375455856323,25337,1351,122161
3,[8,8,1]
0.042241062968969345,25335,1353,105211
3,[8,8,2]
0.2500162422657013,13344,13344,106002
3,[8,8,4]
0.042308878153562546,25337,1351,109427
3,[8,8,8]
0.042267121374607086,25335,1353,112268
3,[8,8,16]
0.042238518595695496,25337,1351,118598
3,[8,8,32]
0.04225326329469681,25335,1353,132982
3,[8,16,1]
0.25000956654548645,13344,13344,116195
3,[8,16,2]
0.042347174137830734,25337,1351,118407
3,[8,16,4]
0.04222119227051735,25335,1353,119851
3,[8,16,8]
0.04229496046900749,25335,1353,124761
3,[8,16,16]
0.042197439819574356,25337,1351,131405
3,[8,16,32]
0.0421844907104969,25332,1356,147778
3,[8,32,1]
0.042284462600946426,25335,1353,127913
3,[8,32,2]
0.04246192425489426,25334,1354,129695
3,[8,32,4]
0.04216592758893967,25335,1353,132914
3,[8,32,8]
0.042237333953380585,25335,1353,144245
3,[8,32,16]
0.04229767620563507,25337,1351,161239
3,[8,32,32]
0.042229458689689636,25337,1351,183607
3,[16,1,1]
0.25001421570777893,13344,13344,112645
3,[16,1,2]
0.042281728237867355,25337,1351,113427
3,[16,1,4]
0.04239678755402565,25334,1354,114180
3,[16,1,8]
0.042373932898044586,25337,1351,117458
3,[16,1,16]
0.04236657917499542,25337,1351,120095
3,[16,1,32]
0.04242682829499245,25337,1351,130882
3,[16,2,1]
0.250016450881958,13344,13344,114151
3,[16,2,2]
0.042328156530857086,25335,1353,116513
3,[16,2,4]
0.04242798686027527,25334,1354,116430
3,[16,2,8]
0.04223577305674553,25335,1353,116564
3,[16,2,16]
0.04219498857855797,25335,1353,124480
3,[16,2,32]
0.042227596044540405,25337,1351,132783
3,[16,4,1]
0.04238889738917351,25337,1351,110404
3,[16,4,2]
0.04234348610043526,25337,1351,109510
3,[16,4,4]
0.0422600582242012,25335,1353,109795
3,[16,4,8]
0.042229171842336655,25334,1354,111725
3,[16,4,16]
0.04241611063480377,25336,1352,117433
3,[16,4,32]
0.042200881987810135,25335,1353,127199
3,[16,8,1]
0.2500142753124237,13344,13344,109626
3,[16,8,2]
0.04238741844892502,25337,1351,110174
3,[16,8,4]
0.0423625223338604,25337,1351,112631
3,[16,8,8]
0.04230157285928726,25337,1351,115880
3,[16,8,16]
0.04229402542114258,25337,1351,120699
3,[16,8,32]
0.0422743558883667,25337,1351,133694
3,[16,16,1]
0.04251968115568161,25336,1352,117915
3,[16,16,2]
0.2500196397304535,13344,13344,116403
3,[16,16,4]
0.0421539731323719,25332,1356,120401
3,[16,16,8]
0.04230571165680885,25337,1351,125613
3,[16,16,16]
0.04216994345188141,25335,1353,133647
3,[16,16,32]
0.04216378927230835,25335,1353,149016
3,[16,32,1]
0.25001758337020874,13344,13344,130255
3,[16,32,2]
0.042317189276218414,25337,1351,136326
3,[16,32,4]
0.04219641909003258,25337,1351,138853
3,[16,32,8]
0.04218071699142456,25335,1353,144001
3,[16,32,16]
0.04222708195447922,25334,1354,163344
3,[16,32,32]
0.04227259382605553,25337,1351,188985
3,[32,1,1]
0.25001847743988037,13344,13344,113956
3,[32,1,2]
0.25001317262649536,13344,13344,114729
3,[32,1,4]
0.042449623346328735,25337,1351,118065
3,[32,1,8]
0.2500142753124237,13344,13344,118071
3,[32,1,16]
0.04244416579604149,25337,1351,122333
3,[32,1,32]
0.042429402470588684,25337,1351,130227
3,[32,2,1]
0.04234406352043152,25337,1351,116119
3,[32,2,2]
0.2500144839286804,13344,13344,116454
3,[32,2,4]
0.04233082756400108,25337,1351,118476
3,[32,2,8]
0.04231676086783409,25337,1351,119826
3,[32,2,16]
0.0422750748693943,25335,1353,124511
3,[32,2,32]
0.0421968512237072,25335,1353,133223
3,[32,4,1]
0.04236673563718796,25337,1351,121421
3,[32,4,2]
0.04231409355998039,25337,1351,121393
3,[32,4,4]
0.04228140041232109,25335,1353,121847
3,[32,4,8]
0.042277220636606216,25335,1353,125386
3,[32,4,16]
0.042325209826231,25337,1351,130618
3,[32,4,32]
0.042198099195957184,25335,1353,138694
3,[32,8,1]
0.04234335944056511,25337,1351,126288
3,[32,8,2]
0.04236861690878868,25337,1351,127325
3,[32,8,4]
0.04234327748417854,25337,1351,129673
3,[32,8,8]
0.04226624220609665,25335,1353,131969
3,[32,8,16]
0.042203355580568314,25337,1351,138738
3,[32,8,32]
0.042197778820991516,25333,1355,150819
3,[32,16,1]
0.04231666401028633,25335,1353,139905
3,[32,16,2]
0.042270611971616745,25335,1353,143203
3,[32,16,4]
0.04221934452652931,25337,1351,144432
3,[32,16,8]
0.042194098234176636,25335,1353,149090
3,[32,16,16]
0.042195405811071396,25337,1351,156528
3,[32,16,32]
0.042153116315603256,25335,1353,172737
3,[32,32,1]
0.04237870126962662,25337,1351,166396
3,[32,32,2]
0.04239155352115631,25337,1351,168730
3,[32,32,4]
0.042317405343055725,25337,1351,172987
3,[32,32,8]
0.04219825938344002,25335,1353,179567
3,[32,32,16]
0.04218142852187157,25335,1353,191305
3,[32,32,32]
0.04225855693221092,25337,1351,214589
